CHV,synonym
C1112754,breakage hair
C1112760,hemiarthroplasty hip
C1112766,"forehead swellings,swelling forehead"
C1112776,hyperplasia thyroid
C1112785,"cartilage repairs,repair cartilage"
C1112788,malignant lymphoma bone
C1112789,rectal spasms
C1112790,"bladder blood clots,blood clot bladder"
C1112791,addiction relapses
C1112870,"aerosol,aerosol drugs,aerosols"
C1113646,"scallop,scalloped"
C1113654,cells nerve stem
C1113667,"disease heart risk,disease heart risks,risk heart disease"
C1113670,"agent nerve,agents nerve"
C1113688,"hypocretins,orexins"
C1113707,dimeticone
C1115104,"aldosterone renin,renin aldosterone"
C1115660,lot numbers
C1115771,"medication other,medications other,other medication"
C1115804,"patient recover,patients recovered"
C1116134,"tissue transglutaminase ab iga,tissue transglutaminase iga ab"
C1116139,"receptor soluble transferrin,soluble transferrin receptor"
C1116142,"granulocyte transfusion,granulocytes transfusion"
C1116171,"vaccinate,vaccinating"
C1116265,"antibodies calcium channel,calcium channel antibody"
C1116428,"breast duct,breast ducts,breasts ducts,duct breast"
C1116439,fossa posterior
C1116441,"facet spine,facets spine"
C1116449,central veins
C1116455,femoral vessel
C1116456,"foot vessel,vessel foot"
C1116457,head vessel
C1116537,pomegranates
C1116538,quinces
C1118156,thyroid bovine
C1119918,extract ginseng
C1120149,thienopyridines
C1120968,bms-224818
C1121424,acids h
C1121484,srl172
C1122092,syntrax
C1122352,ldee
C1122970,quinces
C1122975,dong quai root
C1122976,sages
C1122992,"d pteronyssinus,dermatophagoides pteronyssinus,european house dust mite,house dust mite"
C1122996,bladder pacemaker
C1123001,timothy grass
C1123002,"brinjal,solanum melongena"
C1123010,"sand flies,sand fly,sandflies"
C1123020,"triticum aestivum,wheat"
C1123023,"integument,integumental system,skin structure,skin system,skinned,skins"
C1123028,"chili peppers,chilli pepper,chilli peppers"
C1123032,pausinystalia yohimbe
C1123034,paullinia cupana
C1123063,peppers
C1123321,2.5 methotrexate mg
C1124257,10 amitriptyline mg
C1126237,2 acetic acid
C1134467,methyl 5 aminolevulinate
C1134488,"change hormonal,changes hormonal,hormonal change"
C1134558,chinese herb
C1134588,"cc 5013,cc-5013"
C1134610,ci 1040
C1134631,"annual screenings,screening annual"
C1134635,questionnaires screening
C1134651,"beta glucan,beta-glucan"
C1134681,antagonist endothelin receptor
C1134719,"breast cancer invasive ductal,breast carcinoma ductal invasive,cancer breast invasive ductal,carcinoma ductal infiltrate,carcinoma ductal infiltrated,carcinoma infiltrating duct,carcinomas ductal infiltrating,ductal infiltrating carcinoma,ductal invasive breast cancer,invasive ductal carcinoma breast"
C1135137,osi 774
C1135138,bay59-8862
C1135151,gammar p
C1135159,comt
C1135188,"critical illness myopathies,myopathy critical illness,myopathy of critical illness"
C1135189,misdirection aqueous
C1135191,"failure heart systolic,heart failure systolic"
C1135196,"diastolic failure heart,heart failure diastolic"
C1135241,"gestation weeks,gestations weeks,week gestation,weeks gestation"
C1135365,"apnea newborn sleep,newborn sleep apnea"
C1135440,pharmaceuticals
C1135564,"imri,intraoperative MRI"
C1135584,medical subject headings
C1135597,underpad
C1135607,montanoa
C1135662,"alfa dornase,alpha dornase,dornase alfa,recombinant human dnase,rhdnase"
C1135791,amorphophallus konjac
C1135796,"cocoanut,coconuts"
C1135812,"dislocating patella,dislocation patella,dislocation patellar,dislocations patella,patella dislocation,patellar dislocations,patellar luxation"
C1135830,coleus forskohli
C1135832,bugleweed
C1135862,"poa,poa plant"
C1135882,integrons
C1135895,citrus medica
C1135917,cardiac myoblasts
C1135918,"cells muscle smooth,smooth muscle cells,smooth muscle fiber,smooth muscle myocytes"
C1135922,myoblast skeletal
C1135929,"immunizations mass,mass immunizations,mass vaccination"
C1135936,syncytiotrophoblasts
C1135938,"code ethic,code ethics,codes of ethics,ethics code"
C1135949,"foot joint,foots joint,joints of foot"
C1135957,narrative
C1135964,"ear plug,ear plugged,ear plugging,earplug,ears plug,ears plugged,plug ear"
C1136005,"computer handheld,handheld computer"
C1136012,epothilones
C1136015,milleri streptococcus
C1136031,"rna interference,rnai"
C1136039,lamina nuclear
C1136077,"whistle blowers,whistleblower"
C1136084,"cell disorders plasma,cell dyscrasia plasma,cell dyscrasias plasma,plasma cell dyscrasias"
C1136085,"gammapathy monoclonal,gammopathies monoclonal,gammopathy monoclonal,monoclonal gammapathies,monoclonal gammapathy,monoclonal gammopathies"
C1136134,"assistants digital personal,pda computer"
C1136146,"achyroclines,marcela"
C1136168,"care ethics health,ethics health care"
C1136170,"factor virulence,factors virulence,virulence factor"
C1136179,"hammer toes,hammered toes,toe hammer,toes hammer"
C1136180,"disease resistance,resistance disease"
C1136183,animals euthanasia
C1136184,gifts giving
C1136194,palm pilots
C1136195,pc pocket
C1136199,"suppository vaginal,vaginal suppository"
C1136201,orthopedic procedure surgical
C1136206,glycemic indices
C1136213,hemispherectomy functional
C1136216,"diffusion MRI weighting,diffusion weighted MRI,MRI diffusion"
C1136249,"mental retardation x linked,x linked mental retardation"
C1136254,"antimicrobial,microbicide"
C1136255,topical microbicides
C1136256,"code icd,codes icd,codes icds,coding icd,icd code"
C1136294,ptychopetalum
C1136307,curcuma zedoaria
C1136312,"antihistamine non sedating,antihistamines non sedating,antihistamines second generation,second generation antihistamine"
C1136322,"code cpt,codes cpt,coding cpt,cpt code"
C1136323,lnc
C1136328,iridoid
C1136346,protein arrays
C1136348,"protein chips,protein microarrays"
C1136356,2010 healthy people
C1136359,"cell phone,cell phones,cellular phones,cellular telephone,cellular telephones"
C1136360,"car phone,mobile phones"
C1136362,"educator health,health educators"
C1136375,inheritance pattern
C1136388,cells fetal research
C1136738,"adult diaper,adults diapers"
C1137094,"reduction risks,reductions risk"
C1137105,dsm v
C1137110,"icd 10,icd10"
C1137112,"icd 9 cm,icd9cm"
C1137403,"ono 2506,ono2506"
C1137590,ketoxime
C1137830,nbi 6024
C1138408,carbon nanotube
C1138412,"diet mediterranean,mediterranean diets"
C1138421,"spider vein,vein spider"
C1138555,pharmacogenomic
C1138601,pears
C1138603,providers
C1138684,natriuretic peptide testing
C1138688,colon markers
C1138715,"glucose monitoring noninvasive,noninvasive glucose monitor"
C1138737,protectants skin
C1138839,anises
C1138842,"corns,maize"
C1138878,"consciousness monitor,consciousness monitoring"
C1139415,markers tumor
C1139730,"monitor system,monitoring system,monitors system"
C1139837,skin stapler
C1139843,gastric pacemaker
C1139884,"monitoring seizure,seizure monitor"
C1139930,plates
C1139952,actigraph
C1140095,"cpt,cpt4,current procedural terminology"
C1140097,costart
C1140111,nan
C1140118,international snomed
C1140120,umd
C1140130,nic
C1140148,"code hcpcs,codes hcpc,coding hcpcs,hcpc,hcpcs codes"
C1140150,"noc,nursing outcomes classification"
C1140153,"qmr,quick medical reference qmr"
C1140157,patient care data set
C1140168,"nci,nci thesaurus"
C1140228,ccs
C1140236,"cdt,current dental terminology"
C1140263,meddra
C1140471,"bugs red,pyrrhocoridae,red bug"
C1140604,AIDS transfer
C1140607,commode
C1140608,metal detector
C1140609,"insulin infusion pump,insulin pumps"
C1140614,lead shielding
C1140617,radiation shielding
C1140618,"upper extremities,upper extremity,upper limbs"
C1140621,"leg,legs"
C1140627,pulse generator
C1140655,safety showers
C1140671,rice
C1140676,tomatoes
C1140680,"ca ovarian,cancer of ovary,cancer of the ovary,cancer ovarian,cancer ovaries,cancer ovary,cancers ovarian,carcinoma of ovary,carcinoma ovarian,carcinoma ovaries,carcinoma ovary,malignant ovaries tumor,ovarian ca,ovarian cancers,ovarian carcinoma,ovarian carcinomas,ovary cancer,ovary carcinoma"
C1140694,"bio informatics,bioinformatic"
C1140702,sativa nigella
C1140704,viridans streptococcus
C1140716,"encephalopathy hypoxic,hypoxic brain damage,hypoxic brain injuries,hypoxic brain injury"
C1140999,contractions
C1141016,"cassava,manihot"
C1141639,"chorionic gonadotropin,HCG,human chorionic gonadotrophin,human chorionic gonadotropin,human chorionic gonadotropins"
C1141640,carrot
C1141880,"bone density increasing,increased bone density"
C1141882,bacterial pharyngitis
C1141885,encapsulating peritonitis sclerosing
C1141890,congenital long qt syndrome
C1141892,"ear removal tube,ear removal tubes"
C1141893,"elevated enzymes muscle,elevated muscle enzyme,increased muscle enzyme"
C1141895,"enzyme muscle,enzymes muscle,enzymes muscles"
C1141900,"elevated factor rheumatoid,elevated rheumatoid factor"
C1141920,infections shunt
C1141926,sepsis abdominal
C1141929,edema gastrointestinal
C1141947,t troponin
C1141951,"antibodies panel reactive,antibody panel reactive"
C1141958,anti infective therapy
C1141979,"eosinophil urine,urine eosinophil"
C1141990,acid hyaluronic
C1142024,"bladder cysts,cyst bladder"
C1142058,"calcium creatinine ratio urine,urine calcium creatinine ratio"
C1142069,"ligament ossification spinal,ligaments ossification spinal"
C1142077,fungal sinusitis
C1142083,nicolau syndrome
C1142085,prophylaxis migraine
C1142113,hyperalbuminaemia
C1142132,carnitine deficiencies
C1142146,tunnel syndrome ulnar
C1142152,calcification heart valves
C1142154,homicide victims
C1142166,brugadas syndrome
C1142174,stenosis shunt
C1142178,complications intestinal stomas
C1142191,angiogram femoral
C1142239,call fleming syndrome
C1142249,"cyst infected,cysts infected"
C1142254,neutralising antibodies
C1142259,adhesions knee
C1142264,"critical ischemia limb,critical limb ischaemia"
C1142268,"infection mouth yeast,infections mouth yeast,mouth yeast infection,yeast infection mouth"
C1142269,"infection skin yeast,infections skin yeast,skin infection yeast,skin yeast infection,yeast infection skin,yeast skin infection"
C1142274,"cell nevus,cells nevus"
C1142276,"anemia renal,renal anaemia"
C1142277,urine brown
C1142300,colitis clostridium
C1142304,drugs expired
C1142307,cysts paratubal
C1142312,"blood clot urine,blood clots urine,blood clotted urine,blood clotting urine"
C1142335,abnormal bilirubin
C1142385,"cyst functional ovarian,cysts functional ovarian,ovarian cyst functional"
C1142397,myoglobinaemia
C1142423,"aureus bacteremia staph,staph aureus bacteremia"
C1142430,psychogenic seizures
C1142436,"sun down,sundown"
C1142448,"apraxia eyelid,eyelid apraxia"
C1142471,central complications line
C1142477,"nodules spleen,spleen nodule"
C1142508,"infected scarring,infected scars"
C1142517,lupus anticoagulant screen
C1142536,mrsa pneumonia
C1142550,endocarditis native valve
C1142553,"HIV infection primary,HIV infections primary,HIV primary infection"
C1142562,"b3 vitamin,b3 vitamins"
C1142563,chloride edrophonium test
C1142575,"bone splinters,bones splinter"
C1142577,brescia-cimino fistula
C1142644,"cytochrome p-450 3a4,cytochrome p450 3a4,p450 3a4"
C1142652,"human protein,human proteins,protein human"
C1142985,ezetimib
C1143252,oxi-4503
C1144319,clindoxyl
C1144568,"dental sealing,seal dental"
C1144584,acid oxalic
C1144709,"natriuretic peptide hormone,natriuretic peptides,peptide natriuretic"
C1144854,abuse programs substance
C1144859,"interned,interns"
C1144866,multi disciplinary teams
C1145581,fennel seeds
C1145582,pumpkin seeds
C1145628,"ans disease,autonomic disease,autonomic disease nervous system,autonomic diseases,autonomic diseases nervous system,autonomic disorder,autonomic disorders,autonomic disorders nervous system,autonomic nervous disorders,disease ans,disease autonomic,diseases ans"
C1145639,"bath sitz,sitz baths"
C1145640,"access catheters central venous,catheter central venous,catheter venous central,catheters central venous,central intravenous catheter,central venous access catheter,central venous catheters,intravenous central catheter"
C1145667,"bind,binding,binds"
C1145670,respiratory insufficiency
C1145671,"cichorium intybus,witloof"
C1145675,norplants
C1145676,metabolism alcohol
C1145677,"ability language,language skills"
C1145678,"irish potato,potatoe,potatoes,potatos"
C1145701,"amphotericin b liposomes,amphotericin liposomal,liposomal amphotericin"
C1145747,"marigold extract,marigolds"
C1146721,petroleum
C1148273,"dose gabapentin,dosing gabapentin"
C1148311,calcium carbonate phosphate
C1148316,ceftriaxone meningitis
C1148363,"genotype hcv,genotypes hcv"
C1148391,complications newborn
C1148454,"activities seizures,activity seizure,activity seizures"
C1148457,"gum teeth,gum teething,gums teeth,teeth gum"
C1148469,achillea millefolium
C1148474,"complementary medicines,medicine complementary"
C1148477,deafness sudden
C1148523,childbirths
C1148543,family trees
C1148613,binding iron
C1148622,hormone bind
C1149475,activity hormones
C1149831,activities cholinesterase
C1150120,activity renin
C1151515,activity catalase
C1152555,enzymes inhibitors
C1153706,"adenocarcinoma endometrial,adenocarcinoma endometrium,adenocarcinoma of endometrium,adenocarcinoma of the uterus,adenocarcinoma uterine,adenocarcinoma uterine cancer,adenocarcinoma uterus,adenocarcinomas endometrial,uterine adenocarcinoma,uterus adenocarcinoma"
C1153735,snapdragons
C1154181,solution inhalation
C1154185,sprays topical
C1154187,"drops otic,ear drop"
C1154191,gels rectal
C1154213,arm a med
C1154250,chlorate
C1154262,CMT tablets [brand name]
C1154263,"softener stool,softeners stool,stool softener"
C1154269,Eye Drops [brand name]
C1154314,"adults behavior,adults behaviors"
C1154338,"learning memory,memory learning"
C1154417,growth hormone secretions
C1154689,drugs transport
C1154714,chelation heavy metals
C1154958,response radiation
C1155008,b cell proliferation
C1155098,cytokines metabolism
C1155229,adaptive immune responses
C1155266,inflammatory responses
C1155872,"cell control cycle,cell cycle regulation"
C1156199,histone modifications
C1156245,growth patterns
C1156284,ph regulation
C1156512,catabolism catecholamines
C1156790,metabolism tyrosine
C1156801,metabolism methionine
C1157079,"acid folic metabolism,folic acid metabolism"
C1158366,acids fatty oxidation
C1158424,metabolism lecithin
C1158458,metabolism nicotine
C1158917,lipoproteins metabolism
C1158919,oxidation lipoprotein
C1159342,pathway secretory
C1159372,protein target
C1159402,"metabolism regulation,metabolism regulation of"
C1159571,transport water
C1159946,differentiation macrophages
C1160191,growth regulation
C1160281,development mesoderm
C1160340,brain developments
C1160389,"development lung,development lungs"
C1160401,development skeletal
C1160520,maturation oocyte
C1160534,ripen
C1160592,heart regulation
C1160630,nodulations
C1160716,transmissions viral
C1160728,gel topical
C1160731,powder oral
C1160737,decongestant nasal
C1160824,massage chair
C1160830,counseling couples
C1160858,"assessing behavior,behavioral assessment"
C1160927,dip sticks urine
C1160964,"care fracture,care fractures"
C1161201,care dialysis
C1161237,"education infection control,teaching infection control"
C1161316,glories morning
C1161318,acid boric
C1161319,acid butyric
C1161325,acid phosphoric
C1161333,"acid sulphuric,sulphuric acid"
C1161334,acid benzoic
C1161347,nitrate silver
C1161352,atropine [drug]
C1161366,"zincum metallicum, homeopathic drug"
C1161396,"niccolum metallicum, homeopathic drug"
C1161438,cyclophos
C1163679,"injection sterile water,injection water,injections sterile water,injections water,sterile water for injection,sterile water injection"
C1164916,desonide 0.05% cream
C1165245,paci
C1166521,"ferrum metallicum, homeopathic drug,iron"
C1166616,neck rings
C1166649,conoids
C1166687,chromosomes mitochondrial
C1166693,chromosome metaphase
C1166718,cells plate
C1166795,spindles
C1166814,tric
C1166859,trapps
C1166870,"bodies oil,body oil,body oils"
C1167250,lipid rafts
C1167331,membrane outer
C1167395,hosts
C1167398,envelope viral
C1167553,"claritin redi tabs,claritin reditabs"
C1167622,"bind,binding [molecular function],binds"
C1167624,labeling [mental process]
C1167663,bilomas
C1167677,infrequent bowel movement
C1167705,"deliriums febrile,febrile delirium"
C1167714,"phosphate urine,phosphates urine"
C1167752,ischemia graft
C1167779,infection neutropenic
C1167782,"hyperinflation lung,hyperinflation lungs"
C1167791,"skin toxicities,toxicity skin"
C1167820,betaglobulins
C1167841,"obesity surgeries,surgery obesity"
C1167847,"adhesion penile,adhesions penile"
C1167870,dysfunction grafting
C1167871,hormone reproductive
C1167874,"endocrine testing,endocrine tests"
C1167875,"csf test,csf testing,csf tests"
C1167878,"antibodies histone,histone antibody"
C1167879,"contrast scan,contrasts scan,scan contrast"
C1167912,coagulation factor assay
C1167936,lactate csf
C1167947,"complications pacemaker,complications pacemakers"
C1167960,blood myoglobin
C1167965,"increased urine output,urine increased output"
C1167988,csf albumin
C1167991,bacteria blood tests
C1167994,alcohol blood
C1167997,"5 hiaa urine,urine 5-hiaa"
C1168023,ph gastric
C1168028,urine histamine
C1168035,"circumference head normal,circumferences head normal"
C1168050,acid lactic urine
C1168072,"evolution stroke,stroke evolution"
C1168113,increased protein c
C1168141,antibiotic levels
C1168153,arterial calcifications
C1168173,"cogan reese syndrome,cogans reese syndrome"
C1168181,"dialysis hypotension,hypotension dialysis"
C1168188,headaches transient
C1168225,"ear infection inner,ear infections inner,infection inner ear"
C1168285,aorta ultrasound
C1168305,corneal melting
C1168325,"postprandial vomit,postprandial vomiting"
C1168329,flash pulmonary oedema
C1168343,throat numbness
C1168349,"acetones urine,urine acetone"
C1168369,"HIV load viral,viral HIV load,viral load HIV"
C1168378,mercury hair
C1168401,"carcinoma cell head neck squamous,carcinomas cell head neck squamous"
C1168405,protein plasma
C1168425,positive p-anca
C1168490,mha tp
C1168495,zinc hair
C1168599,40% urea
C1168924,nortrel 7
C1169461,humalog pens
C1169987,"acetaminophen tramadol,tramadol acetaminophen"
C1170000,drotrecogin alfa
C1170007,"glipizide metformin,metformin glipizide"
C1170013,"lovastatin niacin,niacin lovastatin"
C1170024,adderall-xr
C1170028,AIDS alert
C1170033,alka seltzer heartburn relief
C1170040,allerx d
C1170041,alphagan p
C1170059,apo carbamazepine
C1170060,apo feno micro
C1170122,carbaxefed dm
C1170135,activase cathflo
C1170150,"children ibuprofen,ibuprofen children"
C1170167,xr cipro
C1170202,de chlor dr
C1170244,"ear removal wax,ear wax removal"
C1170262,estro l a
C1170277,"flax oil seed,flax oils seed"
C1170278,flextra ds
C1170295,gen verapamil
C1170324,hydro pc ii
C1170326,"cbx hydro tussin,hydro tussin cbx"
C1170366,klor con m20
C1170408,muco fen
C1170436,nora be
C1170437,flushing normal saline
C1170444,novo terazosin
C1170475,lutein ocuvite
C1170485,lo ortho tri cyclen
C1170509,pediatex d
C1170510,coughing pediatric
C1170530,cleanser plexion
C1170532,dm poly tussin
C1170601,"ds smz tmp,smz tmp ds"
C1170643,tannic 12s
C1170668,tri luma
C1170669,tri vent dm
C1170679,trikof d
C1170684,tussi bid
C1170696,"infant tylenol,infants tylenol"
C1170712,cough drops vicks
C1170730,"up wake,up wakes,up waking,wake up"
C1170740,zyrtec d
C1170779,"cholesterol monitoring,cholesterol monitors,monitor cholesterol"
C1170854,propimex 1
C1171096,augmentin es 600
C1171136,alka-seltzer cold plus
C1171158,delivery risks
C1171164,"labor risks,risk labor"
C1171176,"adolescent caring,adolescents care,adolescents caring,care adolescent"
C1171177,"adults care,care adult"
C1171182,chronic control pain
C1171188,diarrhoea management
C1171189,"abuse drug prevention,prevention drug abuse"
C1171195,"care gastric,caring gastric"
C1171199,care infertility
C1171208,"adult caring older,adults care older"
C1171215,"care renal,caring renal"
C1171216,"care reproductive,caring reproductive"
C1171221,prevention substance abuse
C1171257,delivery care
C1171285,"enable,enables"
C1171295,"a micro retin,micro retin a,retin micro"
C1171304,"diabetes risks,risk diabetes"
C1171307,"disparities health,disparity health"
C1171312,"development kidney,nephrogenesis"
C1171316,dentistry restorative
C1171321,abstain sex
C1171322,"adult cell stem,adult cells stem,adults cells stem"
C1171325,asymmetry body
C1171332,dietary requirement
C1171335,"driving under influence,driving while intoxicated,driving while intoxicated (DWI),dwi"
C1171346,cells embryonic human stem
C1171362,expression protein
C1171369,adherence therapy
C1171407,gliadel wafers
C1171411,Support [brand name]
C1171557,acids hydrofluoric
C1171560,fluoride sodium
C1171947,"committed,committing"
C1172835,fl optibond
C1173298,ntx telopeptides
C1173492,bio alcamid
C1175175,SARS
C1175300,emends
C1175412,tota
C1175743,"coronavirus SARS,SARS coronavirus,sars-cov,virus SARS"
C1175945,cox 189
C1176287,buttercup
C1176295,sodium lactate
C1176299,"mimicing,mimics"
C1176302,calciparin
C1176459,"accessory arteries renal,accessory renal artery"
C1176468,"erythrocyte rate sedimentation,erythrocyte sedimentation rate,erythrocyte sedimentation rates,erythrocytes rate sedimentation,ESR,esrs,rate sedimentation,rates sedimentation"
C1176472,cortex
C1176474,ubiquinol cytochrome c reductase
C1176475,"adenocarcinoma duct,carcinoma ductal,carcinoma ducted,carcinoma ducts,carcinoma infiltrating duct,carcinomas ductal,duct adenocarcinoma,duct carcinoma,duct cell carcinoma,ductal carcinomas,infiltrating duct carcinoma"
C1176536,"insects sting,insects stinging,sting insect"
C1177045,"snapped,snapping,snaps"
C1177635,"echinacea liquid,liquid echinacea"
C1177780,heat wrap
C1178459,"apple cider vinegars,apple vinegar cider,vinegar apple cider"
C1178562,campath 1h
C1178870,buttocks right
C1178969,cell parts
C1179120,"filament thick,filaments thick"
C1179126,lipid vacuoles
C1179187,propria lamina
C1179412,"cell clusters,cells cluster,cluster cell"
C1179517,acinar cells pancreatic
C1179687,t1
C1179694,t10
C1179850,antero inferior
C1179882,chemical synapses
C1180033,"blood of vessels walls,blood vessel wall,blood vessel walls"
C1180059,cells nucleated
C1180098,spaces tissue
C1180121,tributaries
C1180151,superior left
C1180152,inferior right
C1180153,inferior left
C1180212,"of skin surface,skin surface,skin surfaces"
C1180238,capillary cells endothelial
C1180279,body male
C1180280,body female
C1180347,complex protein
C1180392,"brush cells,cell brush"
C1180925,"anucleated squames,corneocytes"
C1181052,cells follicular thyroid
C1182707,"hair roots,root hair"
C1182743,"arteries brain,arteries brain of,artery brain,brain arteries,of arteries brain"
C1182763,hair cuticle
C1182939,joints skull
C1183162,"cleavage line,cleavage lines"
C1183163,lines tension
C1183428,cell free
C1183546,chest right side
C1183547,chest left side
C1183734,chest middle
C1184145,"occipital,occipitals"
C1184148,extensors
C1184173,lymphoid system
C1184456,muscles pennate
C1184461,"muscle sphincter,muscles sphincter"
C1184482,grooves
C1184544,gingival margins
C1184738,lymph nodes regional
C1184739,articular surfaces
C1184740,tubercles
C1184741,tuberosities
C1184742,eminences
C1184743,bony appendage
C1184744,"centers ossification,centres ossification"
C1184746,fontanelles mastoid
C1184823,"connective fibrous tissue,connective fibrous tissues"
C1184922,lordosis cervical
C1185545,"body human of parts,body human part,body human parts,human body parts,of human body parts"
C1185605,"head lymph neck node,head lymph neck nodes,head neck lymph nodes,lymph nodes of head neck"
C1185616,hair whorl
C1185625,compartments
C1185642,anatomy general
C1185708,sheaths synovial
C1185718,cisterns
C1185727,collateral vessels
C1185740,tracts
C1185741,"fascicle,fascicles"
C1185742,commissures
C1185785,"external cervical os,external os"
C1185921,"arteries cord umbilical,artery cords umbilical,artery umbilical cord,umbilical cord artery"
C1186181,"ganglion root,ganglion roots,root ganglion"
C1186762,"dakin solution,dakin's solution,dakins solutions"
C1186763,"stem,stems"
C1186982,pals
C1186983,valves
C1188484,villas
C1188684,abras
C1194380,chao
C1196452,traning
C1199058,gelinas
C1199284,broussonetia papyrifera
C1199788,pinkus
C1201367,currants red
C1205284,atroviridis garcinia
C1206428,arco
C1207898,"hibiscus sabdariffa,sereni"
C1208606,chayote
C1214169,freaks
C1219582,bean ice cream
C1225355,trig cricket
C1227755,peros
C1229857,lurias
C1235660,notching
C1235676,tubers
C1235735,mene
C1235834,nasal spray afrin
C1238286,cold allergy elixir
C1239966,oral suspension zithromax
C1241844,vicodin tablet
C1241947,MSIR tablets [brand name]
C1242083,rynatan tablet
C1242747,lopressor tablet
C1242770,diflucan tablet
C1244378,"tablets vagifem vaginal,vagifem vaginal tablets"
C1244549,acetic acid otic solutions
C1244632,aspirin tablet
C1245417,chloramphenicol capsule
C1245651,"codeine syrups,syrup codeine"
C1246466,hydrocortisone ointment
C1246471,enemas hydrocortisone
C1246846,mesalamine rectal suppositories
C1246929,methylprednisolone tablet
C1247020,morphine tablet
C1247687,"progesterone suppositories vaginal,vaginal suppository progesterone"
C1247929,senna tabs
C1248424,lozenges zinc
C1248993,"calcitonin nasal salmon spray,calcitonin salmon nasal spray"
C1251945,hydrocortisone cream
C1253145,implants testosterone
C1253423,"lozenges nicotine,nicotine lozenges"
C1253936,"effusion joint,effusion joints,effusion of joint,effusion synovial,effusions joint,hydrarthrosis,synovial effusion"
C1253938,strias
C1253941,tongue surface
C1253943,pleural effusion
C1253948,"3-d image,3-d images,3d images,dimensional images three,image 3d,three dimensional image"
C1253959,branched
C1254021,medias
C1254043,attachments muscle
C1254211,"mate yerba,mated,mates"
C1254229,nitromin
C1254343,trachi
C1254373,"agent etiologic,agents etiologic"
C1254418,"body culture fluids,body fluid culture"
C1254441,"cultures ear,cultures ears"
C1254456,cultures food
C1254481,"patient problems,patients problem,patients problems,problem patient"
C1254542,osmolality tests
C1254543,"color testing,color tests"
C1254545,time measurement
C1254546,anisocytes
C1254551,"platelet sizing,platelets size"
C1254553,"cell test urine,cell tests urine,cells test urine,cells tests urine"
C1254572,"chemistries panel,chemistry panel"
C1254595,laboratory result
C1254648,test rdw
C1254705,anti microsomal antibodies
C1254850,antibody igg rubella
C1254881,"function platelet,function platelets"
C1255096,abo antigen
C1255145,"morphine test urine,morphine urine test"
C1255149,"24 hour test urine,24 hour testing urine,24 hour tests urine,24 hours test urine"
C1255551,"24 calcium hour test urine,24 calcium hour testing urine"
C1255616,"antibodies endomysial iga,iga endomysial antibody"
C1255664,assessment standardized
C1256200,vines
C1256202,"heart bleed,heart bleeding"
C1256205,peas sweet
C1256207,clover red
C1256209,angel trumpet
C1256215,"oak poison,oaks poison"
C1256218,hollis
C1256220,dandelions
C1256227,willows
C1256241,cosmo
C1256251,"healing self,heals self,self healing"
C1256254,iris
C1256256,dilling
C1256310,virginia [reptile]
C1256352,"shoulder surface,shoulder surfaces"
C1256378,"ovex,ovex [brand name]"
C1256447,"foot surface,foot surfaces"
C1256453,soli
C1256463,intimas
C1256582,"leukocytes test urine,urine test leukocyte"
C1256585,"level sodium urine,levels sodium urine,sodium test urine,sodium testing urine,sodium urine,sodium urine test,urine sodium level,urine sodium test"
C1256743,publication types
C1256745,check tags
C1256754,"action toxic,toxic action"
C1256761,"abstinence periodic,family method natural planning,family natural plan,family natural planning,periodic abstinence"
C1257667,"apo alpraz,apoalpraz"
C1257670,novoalprazol
C1257689,aminophyllin
C1257720,kidrolase
C1257749,"drug herb interaction,drug herb interactions,drug herbal interaction,drug herbal interactions,drug herbs interaction,drug herbs interactions,drug-herb interaction,drug-herb interactions,herb drug interaction,herb-drug interaction,herb-drug interactions,herbal drug interaction,herbal drug interactions"
C1257751,erythroid cells
C1257752,"malnutrition in infants,malnutrition infants"
C1257753,"children malnutrition,malnutrition children,malnutrition in children"
C1257803,mother kangaroo care
C1257832,taxoid
C1257843,colitis pseudomembranous
C1257851,nanotube
C1257877,extra adrenal pheochromocytoma
C1257879,"acid fatty trans,acid trans fatty,acids fatty tran,acids fatty trans,acids trans-fatty,trans-fatty acids"
C1257880,"acid conjugated linoleic,conjugate linoleic acid"
C1257887,boiling points
C1257890,"group populations,groups population,population group"
C1257893,pathogenicity islands
C1257909,"cells somatic,diploid cells,somatic cells"
C1257915,"intestinal polyposi,polyposis intestinal"
C1257934,nori
C1257940,"forensic sciences,forensics sciences"
C1257943,ballistic forensic
C1257954,"cox 2 inhibitor,cox-2 inhibitor,coxib,coxibs,cyclooxygenase-2 inhibitor,cyclooxygenase-2 inhibitors"
C1257958,"disorders glucose metabolism,metabolic glucose disorders"
C1257974,medicine regenerative
C1257975,"cells mesenchymal,mesenchymal stem cells"
C1257987,"glitazone,glitazones,thiazolidinediones"
C1258017,contractility heart
C1258018,microbubbles
C1258026,composting
C1258057,hot spring
C1258068,"care nutrition,management nutrition,nutrition care,nutrition management,nutrition therapies,nutritional therapies,nutritional therapy,therapy nutrition"
C1258085,barretts epithelium
C1258091,"foods soy,soy food"
C1258104,"diffuse scleroderma,diffuse sclerosis systemic,progressive scleroderma"
C1258106,"tlk 286,tlk-286"
C1258127,coenzymes enzymes
C1258192,"peripheral resistance,peripheral vascular resistance,total peripheral resistance"
C1258215,"bowel ileus,ileus"
